species_ID,Group,Order,Family,Genus,Species,subspecies,scientificName,variety,common_name,native_exotic,continent_of_origin,itis_tsn
840,Fishes,Pleuronectiformes,Pleuronectidae,Hypsopsetta,guttulata,NULL,Hypsopsetta guttulata,NULL,Diamond Turbot,Native,North America,172945
841,Fishes,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,NULL,Platichthys flesus,NULL,European flounder,Exotic,Europe,172894
842,Fishes,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,NULL,Platichthys stellatus,NULL,Starry Flounder,Native,North America,172893
843,Fishes,Cyprinodontiformes,Poeciliidae,Belonesox,belizanus,,Belonesox belizanus,,Pike Killifish,Exotic,North and Central America,165913
846,Fishes,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NULL,Gambusia affinis,NULL,Western Mosquitofish,Native,North America,165878
848,Fishes,Cyprinodontiformes,Poeciliidae,Gambusia,geiseri,NULL,Gambusia geiseri,NULL,Largespring Gambusia,Native,North America,165885
849,Fishes,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,NULL,Gambusia holbrooki,NULL,Eastern Mosquitofish,Native,North America,165896
851,Fishes,Cyprinodontiformes,Poeciliidae,Gambusia,nobilis,NULL,Gambusia nobilis,NULL,Pecos Gambusia,Native,North America,165888
852,Fishes,Cyprinodontiformes,Poeciliidae,Heterandria,formosa,NULL,Heterandria formosa,NULL,Least Killifish,Native,North America,165915
853,Fishes,Cyprinodontiformes,Poeciliidae,Limia,vittata,NULL,Limia vittata,NULL,Cuban limia,Exotic,Caribbean,165946
854,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,spp. hybrid,NULL,Poecilia spp. hybrid,NULL,lyretail black molly,Exotic Hybrid,North America,NULL
855,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,sp.,,Poecilia sp.,,unidentified poeciliid (hybrid),Exotic,Central America,165897
856,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,formosa,,Poecilia formosa,,Amazon Molly,Native,North America,165899
858,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,latipinna,NULL,Poecilia latipinna,NULL,Sailfin Molly,Native,North America,165898
859,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,latipinna x velifera,NULL,Poecilia latipinna x velifera,NULL,black molly,Exotic Hybrid,North America,NULL
860,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,latipunctata,NULL,Poecilia latipunctata,NULL,Tamesí Molly,Native,North America,647530
861,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,mexicana,,Poecilia mexicana,,Shortfin Molly,Exotic,Central America,165902
862,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,kykesis,NULL,Poecilia kykesis,NULL,Péten molly,Native,North America,647529
863,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,NULL,Poecilia reticulata,NULL,Guppy,Exotic,South America,165903
864,Fishes,Cyprinodontiformes,Poeciliidae,Poecilia,sphenops,,Poecilia sphenops,,Mexican Molly,Exotic,North and Central America,165904
865,Fishes,Cyprinodontiformes,Poeciliidae,Poeciliopsis,gracilis,NULL,Poeciliopsis gracilis,NULL,Porthole Livebearer,Exotic,North America,165917
866,Fishes,Cyprinodontiformes,Poeciliidae,Poeciliopsis,occidentalis,occidentalis,Poeciliopsis occidentalis occidentalis,NULL,Gila Topminnow,Native,North America,913957
867,Fishes,Cyprinodontiformes,Poeciliidae,Poeciliopsis,sp.,NULL,Poeciliopsis sp.,NULL,unidentified Poeciliopsis,Native,North America,165916
868,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,sp.,NULL,Xiphophorus sp.,NULL,platyfish,Exotic,North America,165919
869,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,hellerii,NULL,Xiphophorus hellerii,NULL,Green Swordtail,Exotic,North America,647013
870,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,hellerii x maculatus,NULL,Xiphophorus hellerii x maculatus,NULL,red swordtail,Exotic Hybrid,North America,NULL
871,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,hellerii x variatus,NULL,Xiphophorus hellerii x variatus,NULL,platyfish/swordtail,Exotic Hybrid,North America,NULL
872,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,maculatus,,Xiphophorus maculatus,,Southern Platyfish,Exotic,North and Central America,165922
873,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,maculatus x variatus,NULL,Xiphophorus maculatus x variatus,NULL,platyfish/swordtail,Exotic Hybrid,North America,NULL
874,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,variatus,,Xiphophorus variatus,,Variable Platyfish,Exotic,North America,165925
875,Fishes,Cyprinodontiformes,Poeciliidae,Xiphophorus,xiphidium,,Xiphophorus xiphidium,,Swordtail Platyfish,Exotic,North America,165929
876,Fishes,Acipenseriformes,Polyodontidae,Polyodon,spathula,NULL,Polyodon spathula,NULL,Paddlefish,Native,North America,161088
877,Fishes,Perciformes,Pomacanthidae,Pomacanthus,asfur,NULL,Pomacanthus asfur,NULL,Arabian angel,Exotic,Indo-Pacific,610455
878,Fishes,Perciformes,Pomacanthidae,Pomacanthus,xanthometopon,NULL,Pomacanthus xanthometopon,NULL,bluefaced angel,Exotic,Indo-Pacific,610419
879,Fishes,Cyprinodontiformes,Aplocheilidae,Austrolebias,bellottii,NULL,Austrolebias bellottii,NULL,Argentine pearlfish,Exotic,South America,646911
880,Fishes,Cyprinodontiformes,Aplocheilidae,Austrolebias,nigripinnis,NULL,Austrolebias nigripinnis,NULL,blackfin pearlfish,Exotic,South America,646913
881,Fishes,Cyprinodontiformes,Aplocheilidae,Rivulus,hartii,,Rivulus hartii,,Giant Rivulus,Exotic,South and Central America,553288
882,Fishes,Cyprinodontiformes,Aplocheilidae,Nematolebias,whitei,NULL,Nematolebias whitei,NULL,Rio pearlfish,Exotic,South America,646915
883,Fishes,Salmoniformes,Salmonidae,Coregonus,sp.,NULL,Coregonus sp.,NULL,a whitefish,Native,North America,161932
885,Fishes,Salmoniformes,Salmonidae,Coregonus,albula,NULL,Coregonus albula,NULL,vendace,Exotic,Europe,161963
886,Fishes,Salmoniformes,Salmonidae,Coregonus,artedi,NULL,Coregonus artedi,NULL,Cisco,Native,North America,623384
887,Fishes,Salmoniformes,Salmonidae,Coregonus,clupeaformis,NULL,Coregonus clupeaformis,NULL,Lake Whitefish,Native,North America,161941
888,Fishes,Salmoniformes,Salmonidae,Coregonus,wartmanni,NULL,Coregonus wartmanni,NULL,blaufelchen,Exotic,Europe,623435
889,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,aguabonita,NULL,Oncorhynchus aguabonita,NULL,Golden Trout,Native,North America,161987
890,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,NULL,Oncorhynchus clarkii,NULL,Cutthroat Trout,Native,North America,161983
891,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,bouvieri,Oncorhynchus clarkii bouvieri,NULL,Yellowstone cutthroat trout,Native,North America,553416
892,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,behnkei,Oncorhynchus clarkii behnkei,NULL,Snake River Finespotted Cutthroat Trout,Native,North America,914090
894,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,henshawi,Oncorhynchus clarkii henshawi,NULL,Lahontan cutthroat trout,Native,North America,201902
895,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,lewisi,Oncorhynchus clarkii lewisi,,Westslope Cutthroat Trout,Native,North America,553415
896,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,pleuriticus,Oncorhynchus clarkii pleuriticus,NULL,Colorado River cutthroat trout,Native,North America,553429
897,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,seleniris,Oncorhynchus clarkii seleniris,NULL,Paiute cutthroat trout,Native,North America,553426
899,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,ssp. 2,Oncorhynchus clarkii ssp. 2,NULL,Pikes Peak cutthroat trout,Native,North America,NULL
900,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,stomias,Oncorhynchus clarkii stomias,NULL,greenback cutthroat trout,Native,North America,201901
901,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,utah,Oncorhynchus clarkii utah,NULL,Bonneville cutthroat trout,Native,North America,553427
902,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,virginalis,Oncorhynchus clarkii virginalis,NULL,Rio Grande cutthroat trout,Native,North America,553428
904,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,clarkii x mykiss,NULL,Oncorhynchus clarkii x mykiss,NULL,cutbow trout,Native Hybrid,North America,NULL
905,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,gilae,NULL,Oncorhynchus gilae,NULL,Gila Trout,Native,North America,161985
906,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,NULL,Oncorhynchus gorbuscha,NULL,Pink Salmon,Native,North America,161975
907,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,keta,NULL,Oncorhynchus keta,NULL,Chum Salmon,Native,North America,161976
908,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,NULL,Oncorhynchus kisutch,NULL,Coho Salmon,Native,North America,161977
909,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,masou,NULL,Oncorhynchus masou,NULL,cherry salmon,Exotic,Asia,161978
910,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,NULL,Oncorhynchus mykiss,NULL,Rainbow Trout,Native,North America,161989
911,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,irideus,Oncorhynchus mykiss irideus,NULL,coastal rainbow trout,Native,North America,553422
913,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,kamloops strain,Oncorhynchus mykiss kamloops strain,NULL,Kamloops trout,Native,North America,NULL
914,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,ssp.,Oncorhynchus mykiss ssp.,NULL,redband trout,Native,North America,NULL
915,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,nerka,NULL,Oncorhynchus nerka,NULL,Sockeye Salmon,Native,North America,161979
920,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,NULL,Oncorhynchus tshawytscha,NULL,Chinook Salmon,Native,North America,161980
921,Fishes,Salmoniformes,Salmonidae,Prosopium,cylindraceum,NULL,Prosopium cylindraceum,NULL,Round Whitefish,Native,North America,162008
922,Fishes,Salmoniformes,Salmonidae,Prosopium,gemmifer,NULL,Prosopium gemmifer,NULL,Bonneville Cisco,Native,North America,162013
924,Fishes,Salmoniformes,Salmonidae,Prosopium,williamsoni,NULL,Prosopium williamsoni,NULL,Mountain Whitefish,Native,North America,162009
925,Fishes,Salmoniformes,Salmonidae,Salmo,letnica,NULL,Salmo letnica,NULL,Ohrid trout,Exotic,Europe,161998
926,Fishes,Salmoniformes,Salmonidae,Salmo,salar,NULL,Salmo salar,NULL,Atlantic Salmon,Native,North America,161996
927,Fishes,Salmoniformes,Salmonidae,Salmo,salar,salar,Salmo salar salar,NULL,Atlantic Salmon,Native,North America,161996
929,Fishes,Salmoniformes,Salmonidae,Salmo,salar,sebago,Salmo salar sebago,NULL,Atlantic Salmon,Native,North America,161996
930,Fishes,Salmoniformes,Salmonidae,Salmo,salar x trutta,NULL,Salmo salar x trutta,NULL,Sambrown,Exotic Hybrid,North America,NULL
931,Fishes,Salmoniformes,Salmonidae,Salmo,trutta,NULL,Salmo trutta,NULL,Brown Trout,Exotic,Europe,161997
932,Fishes,Salmoniformes,Salmonidae,Salmo,trutta,levenensis,Salmo trutta levenensis,NULL,brown trout,Exotic,Europe,161997
933,Fishes,Salmoniformes,Salmonidae,Salmo,trutta x Salvelinus fontinalis,NULL,Salmo trutta x Salvelinus fontinalis,NULL,tiger trout,Exotic Hybrid,North America,NULL
935,Fishes,Salmoniformes,Salmonidae,Salvelinus,alpinus,NULL,Salvelinus alpinus,NULL,Arctic Char,Exotic,Europe,162001
936,Fishes,Salmoniformes,Salmonidae,Salvelinus,alpinus,oquassa,Salvelinus alpinus oquassa,NULL,"blueback trout, Sunapee trout",Native,North America,914088
938,Fishes,Salmoniformes,Salmonidae,Salvelinus,confluentus,NULL,Salvelinus confluentus,NULL,Bull Trout,Native,North America,162004
939,Fishes,Salmoniformes,Salmonidae,Salvelinus,fontinalis,NULL,Salvelinus fontinalis,NULL,Brook Trout,Native,North America,162003
940,Fishes,Salmoniformes,Salmonidae,Salvelinus,fontinalis x namaycush,NULL,Salvelinus fontinalis x namaycush,NULL,splake,Native Hybrid,North America,NULL
941,Fishes,Salmoniformes,Salmonidae,Salvelinus,malma,NULL,Salvelinus malma,NULL,Dolly Varden,Native,North America,162000
942,Fishes,Salmoniformes,Salmonidae,Salvelinus,namaycush,NULL,Salvelinus namaycush,NULL,Lake Trout,Native,North America,162002
943,Fishes,Salmoniformes,Salmonidae,Thymallus,arcticus,NULL,Thymallus arcticus,NULL,Arctic Grayling,Native,North America,162016
945,Fishes,Perciformes,Scatophagidae,Scatophagus,argus,NULL,Scatophagus argus,NULL,scat,Exotic,Indo-Pacific,170321
946,Fishes,Perciformes,Sciaenidae,Aplodinotus,grunniens,NULL,Aplodinotus grunniens,NULL,Freshwater Drum,Native,North America,169364
947,Fishes,Perciformes,Sciaenidae,Bairdiella,icistia,NULL,Bairdiella icistia,NULL,Bairdiella,Exotic,North America,169264
948,Fishes,Perciformes,Sciaenidae,Cynoscion,nebulosus,NULL,Cynoscion nebulosus,NULL,Spotted Seatrout,Native,North America,169239
949,Fishes,Perciformes,Sciaenidae,Cynoscion,nebulosus x C. xanthulus,NULL,Cynoscion nebulosus x C. xanthulus,NULL,spotted seatrout x orangemouth corvina,Exotic Hybrid,North America,NULL
950,Fishes,Perciformes,Sciaenidae,Cynoscion,othonopterus,NULL,Cynoscion othonopterus,NULL,Gulf Corvina,Exotic,South America,646725
951,Fishes,Perciformes,Sciaenidae,Cynoscion,parvipinnis,NULL,Cynoscion parvipinnis,NULL,Shortfin Corvina,Native,North America,169251
952,Fishes,Perciformes,Sciaenidae,Cynoscion,xanthulus,NULL,Cynoscion xanthulus,NULL,Orangemouth Corvina,Exotic,North America,169252
953,Fishes,Perciformes,Sciaenidae,Leiostomus,xanthurus,NULL,Leiostomus xanthurus,NULL,Spot,Native,North America,169267
954,Fishes,Perciformes,Sciaenidae,Menticirrhus,nasus,NULL,Menticirrhus nasus,NULL,Highfin Kingfish,Exotic,South America,169279
955,Fishes,Perciformes,Sciaenidae,Menticirrhus,undulatus,NULL,Menticirrhus undulatus,NULL,California Corbina,Native,North America,169280
956,Fishes,Perciformes,Sciaenidae,Micropogonias,megalops,NULL,Micropogonias megalops,NULL,Gulf Croaker,Exotic,South America,646639
957,Fishes,Perciformes,Sciaenidae,Micropogonias,undulatus,NULL,Micropogonias undulatus,NULL,Atlantic Croaker,Native,North America,169283
958,Fishes,Perciformes,Sciaenidae,Pogonias,cromis,NULL,Pogonias cromis,NULL,Black Drum,Native,North America,169288
959,Fishes,Perciformes,Sciaenidae,Pogonias x Sciaenops,cromis x ocellatus,NULL,Pogonias x Sciaenops cromis x ocellatus,NULL,black drum x red drum,Native Hybrid,North America,NULL
960,Fishes,Perciformes,Sciaenidae,Sciaenops,ocellatus,NULL,Sciaenops ocellatus,NULL,Red Drum,Native,North America,169290
961,Fishes,Perciformes,Sciaenidae,Totoaba,macdonaldi,NULL,Totoaba macdonaldi,NULL,Totoaba,Exotic,South America,646540
962,Fishes,Perciformes,Scombridae,Scomberomorus,concolor,NULL,Scomberomorus concolor,NULL,Gulf Sierra,Native,North America,172438
963,Fishes,Perciformes,Scorpaenidae,Pterois,volitans/miles,NULL,Pterois volitans/miles,NULL,lionfish,Exotic,Indo-Pacific,NULL
964,Fishes,Perciformes,Serranidae,Cephalopholis,argus,NULL,Cephalopholis argus,NULL,peacock hind,Exotic,Indo-Pacific,167752
965,Fishes,Perciformes,Serranidae,Cephalopholis,urodeta,NULL,Cephalopholis urodeta,NULL,darkfin hind,Exotic,Indo-Pacific,167755
966,Fishes,Perciformes,Serranidae,Chromileptes,altivelis,NULL,Chromileptes altivelis,NULL,panther grouper,Exotic,Indo-Pacific,643423
967,Fishes,Perciformes,Serranidae,Epinephelus,fasciatus,NULL,Epinephelus fasciatus,NULL,blacktip grouper,Exotic,Indo-Pacific,167709
969,Fishes,Perciformes,Serranidae,Epinephelus,hexagonatus,NULL,Epinephelus hexagonatus,NULL,starspotted grouper,Exotic,Indo-Pacific,167712
970,Fishes,Perciformes,Serranidae,Epinephelus,irroratus,NULL,Epinephelus irroratus,NULL,Marquesan grouper,Exotic,Indo-Pacific,551068
971,Fishes,Perciformes,Serranidae,Epinephelus,merra,NULL,Epinephelus merra,NULL,dwarf spotted grouper,Exotic,Indo-Pacific,167710
972,Fishes,Perciformes,Serranidae,Paralabrax,maculatofasciatus,NULL,Paralabrax maculatofasciatus,NULL,Spotted Sand Bass,Native,North America,167833
973,Fishes,Perciformes,Stromateidae,Peprilus,simillimus,NULL,Peprilus simillimus,NULL,Pacific Pompano,Native,North America,172565
974,Fishes,Synbranchiformes,Synbranchidae,Monopterus,albus,NULL,Monopterus albus,NULL,Asian Swamp Eel,Exotic,Asia,166697
975,Fishes,Esociformes,Umbridae,Dallia,pectoralis,NULL,Dallia pectoralis,NULL,Alaska Blackfish,Native,North America,162159
976,Fishes,Esociformes,Umbridae,Novumbra,hubbsi,NULL,Novumbra hubbsi,NULL,Olympic Mudminnow,Native,North America,162161
977,Fishes,Esociformes,Umbridae,Umbra,limi,NULL,Umbra limi,NULL,Central Mudminnow,Native,North America,162153
1421,Fishes,Esociformes,Esocidae,Esox,americanus,NULL,Esox americanus,NULL,Redfin Pickerel,Native,North America,162140
1438,Fishes,Lepisosteiformes,Lepisosteidae,Lepisosteus,osseus,NULL,Lepisosteus osseus,NULL,Longnose Gar,Native,North America,161094
1983,Fishes,Cypriniformes,Cyprinidae,Cyprinella,lutrensis x C. venusta,NULL,Cyprinella lutrensis x C. venusta,NULL,,Native Hybrid,North America,NULL
2087,Fishes,Mugiliformes,Mugilidae,Mugil,sp.,NULL,Mugil sp.,NULL,,Native,North America,170334
2090,Fishes,Cypriniformes,Cyprinidae,Notropis,asperifrons,NULL,Notropis asperifrons,NULL,Burrhead Shiner,Native,North America,163426
2255,Fishes,Perciformes,Gobiidae,Mugilogobius,cavifrons,NULL,Mugilogobius cavifrons,NULL,mangrove goby,Exotic,Asia,553334
2256,Fishes,Perciformes,Blenniidae,Omobranchus,ferox,NULL,Omobranchus ferox,NULL,fang-toothed blenny,Exotic,Asia and Africa,636446
2261,Fishes,Synbranchiformes,Mastacembelidae,Macrognathus,siamensis,NULL,Macrognathus siamensis,NULL,Spotfin Spiny Eel,Exotic,Asia,650111
2262,Fishes,Perciformes,Pomacanthidae,Centropyge,flavissima,NULL,Centropyge flavissima,NULL,lemonpeel angel,Exotic,Indo-Pacific,646767
2263,Fishes,Lepisosteiformes,Lepisosteidae,Lepisosteus,platyrhincus,NULL,Lepisosteus platyrhincus,NULL,Florida Gar,Native,North America,161098
2264,Fishes,Polypteriformes,Polypteridae,Polypterus,delhezi,NULL,Polypterus delhezi,NULL,barred bichir,Exotic,Africa,573245
2265,Fishes,Perciformes,Channidae,Channa,argus,,Channa argus,,Northern Snakehead,Exotic,Asia,166680
2266,Fishes,Perciformes,Channidae,Channa,marulius,NULL,Channa marulius,NULL,Bullseye Snakehead,Exotic,Asia,166663
2291,Fishes,Anguilliformes,Anguillidae,Anguilla,marmorata,NULL,Anguilla marmorata,NULL,marbled eel,Exotic,Indo-Pacific,161135
2294,Fishes,Perciformes,Pomacanthidae,Pomacanthus,imperator,NULL,Pomacanthus imperator,NULL,emperor angelfish,Exotic,Indo-Pacific,169635
2295,Fishes,Perciformes,Pomacanthidae,Pomacanthus,annularis,NULL,Pomacanthus annularis,NULL,blue ringed angelfish,Exotic,Indo-Pacific,610565
2296,Fishes,Perciformes,Pomacanthidae,Pomacanthus,semicirculatus,NULL,Pomacanthus semicirculatus,NULL,semicircle angelfish,Exotic,Indo-Pacific,169636
2297,Fishes,Perciformes,Pomacanthidae,Pomacanthus,maculosus,NULL,Pomacanthus maculosus,NULL,yellowbar angelfish,Exotic,Indo-Pacific,610541
2299,Fishes,Perciformes,Acanthuridae,Zebrasoma,desjardinii,NULL,Zebrasoma desjardinii,NULL,sailfin tang,Exotic,Indo-Pacific,623253
2300,Fishes,Perciformes,Acanthuridae,Zebrasoma,veliferum,NULL,Zebrasoma veliferum,NULL,sailfin tang,Exotic,Indo-Pacific,172315
2301,Fishes,Perciformes,Chaetodontidae,Chaetodon,lunula,NULL,Chaetodon lunula,NULL,raccoon butterflyfish,Native,Indo-Pacific,169571
2303,Fishes,Perciformes,Zanclidae,Zanclus,cornutus,NULL,Zanclus cornutus,NULL,Moorish Idol,Exotic,Indo-Pacific,172311
2304,Fishes,Perciformes,Acanthuridae,Zebrasoma,flavescens,NULL,Zebrasoma flavescens,NULL,yellow tang,Exotic,Indo-Pacific,172314
2305,Fishes,Perciformes,Acanthuridae,Zebrasoma,xanthurum,NULL,Zebrasoma xanthurum,NULL,yellowtail tang,Exotic,Indo-Pacific,623270
2309,Fishes,Perciformes,Ephippididae,Platax,orbicularis,NULL,Platax orbicularis,NULL,orbiculate batfish,Exotic,Indo-Pacific,169542
2313,Fishes,Perciformes,Channidae,Channa,maculata,NULL,Channa maculata,NULL,Blotched Snakehead,Exotic,Asia,166684
2341,Fishes,Siluriformes,Ictaluridae,Ictalurus,punctatus,NULL,Ictalurus punctatus,NULL,Channel Catfish,Native,North America,163998
2345,Fishes,Cypriniformes,Cyprinidae,Carassius,auratus x C. carassius,NULL,Carassius auratus x C. carassius,NULL,goldfish x Crucian carp,Exotic Hybrid,Eurasia,NULL
2347,Fishes,Perciformes,Percidae,Percina,notogramma,NULL,Percina notogramma,NULL,Stripeback Darter,Native,North America,168473
2349,Fishes,Cypriniformes,Cyprinidae,Mylocheilus,caurinus,NULL,Mylocheilus caurinus,NULL,Peamouth,Native,North America,163521
2350,Fishes,Cypriniformes,Cyprinidae,Macrhybopsis,meeki,NULL,Macrhybopsis meeki,NULL,Sicklefin Chub,Native,North America,163868
2351,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,aguabonita,whitei,Oncorhynchus aguabonita whitei,,Little Kern golden trout,Native,North America,914092
2392,Fishes,Cypriniformes,Cyprinidae,Carassius,auratus x Cyprinus carpio,NULL,Carassius auratus x Cyprinus carpio,NULL,goldfish x common carp,Exotic Hybrid,Eurasia,NULL
2395,Fishes,Perciformes,Moronidae,Morone,americana x M. mississippiensis,NULL,Morone americana x M. mississippiensis,NULL,white perch x yellow bass,Native Hybrid,North America,NULL
2399,Fishes,Salmoniformes,Salmonidae,Coregonus,maraena,NULL,Coregonus maraena,NULL,Maraena whitefish,Exotic,Europe,623417
2403,Fishes,Perciformes,Blenniidae,Hypsoblennius,ionthas,NULL,Hypsoblennius ionthas,NULL,Freckled Blenny,Native,North America,171157
2405,Fishes,Perciformes,Gobiidae,Gobionellus,oceanicus,NULL,Gobionellus oceanicus,NULL,Highfin Goby,Native,North America,171769
2536,Fishes,Siluriformes,Ictaluridae,Noturus,nocturnus,NULL,Noturus nocturnus,NULL,Freckled Madtom,Native,North America,164005
2544,Fishes,Percopsiformes,Amblyopsidae,Typhlichthys,subterraneus,NULL,Typhlichthys subterraneus,NULL,Southern Cavefish,Native,North America,164399
2545,Fishes,Salmoniformes,Salmonidae,Oncorhynchus,apache,,Oncorhynchus apache,,Apache Trout,Native,North America,161981
2546,Fishes,Perciformes,Moronidae,Morone,chrysops x M. americana,NULL,Morone chrysops x M. americana,NULL,white bass x white perch,Native Hybrid,North America,NULL
2549,Fishes,Tetraodontiformes,Tetraodontidae,Tetraodon,nigroviridis,NULL,Tetraodon nigroviridis,NULL,spotted green pufferfish,Exotic,Asia,646446
2553,Fishes,Perciformes,Acanthuridae,Naso,lituratus,NULL,Naso lituratus,NULL,orangespine unicornfish,Exotic,Indo-Pacific,172297
2554,Fishes,Perciformes,Acanthuridae,Acanthurus,sohal,NULL,Acanthurus sohal,NULL,Red Sea surgeonfish,Exotic,Indo-Pacific,623239
2556,Fishes,Cypriniformes,Cyprinidae,Chrosomus,neogaeus,NULL,Chrosomus neogaeus,NULL,Finescale Dace,Native,North America,913995
2560,Fishes,Cypriniformes,Cyprinidae,Hybognathus,nuchalis,NULL,Hybognathus nuchalis,NULL,Mississippi Silvery Minnow,Native,North America,163360
2562,Fishes,Cypriniformes,Cyprinidae,Notropis,heterolepis,NULL,Notropis heterolepis,NULL,Blacknose Shiner,Native,North America,163446
2565,Fishes,Siluriformes,Pimelodidae,Sorubimichthys,planiceps,NULL,Sorubimichthys planiceps,NULL,firewood catfish,Exotic,South America,681799
2578,Fishes,Siluriformes,Pimelodidae,Sorubim,sp.,,Sorubim sp.,,unidentified shovelnose catfish,Exotic,South America,679602
2580,Fishes,Anguilliformes,Muraenidae,Gymnothorax,sp.,NULL,Gymnothorax sp.,NULL,unidentified moray,Exotic,Indo-Pacific,161185
2582,Fishes,Synbranchiformes,Mastacembelidae,Mastacembelus,erythrotaenia,NULL,Mastacembelus erythrotaenia,NULL,fire eel,Exotic,Asia,172695
2589,Fishes,Perciformes,Lutjanidae,Lutjanus,sebae,NULL,Lutjanus sebae,NULL,emperor snapper,Exotic,Indo-Pacific,168894
2590,Fishes,Perciformes,Pomacanthidae,Apolemichthys,xanthopunctatus,NULL,Apolemichthys xanthopunctatus,NULL,goldspotted angelfish,Exotic,Indo-Pacific,610445
2591,Fishes,Perciformes,Pomacanthidae,Centropyge,loricula,NULL,Centropyge loricula,NULL,flaming angelfish,Native,Indo-Pacific,646768
2592,Fishes,Perciformes,Pomacanthidae,Chaetodontoplus,mesoleucus,NULL,Chaetodontoplus mesoleucus,NULL,vermiculated angelfish,Exotic,Indo-Pacific,169676
2593,Fishes,Siluriformes,Mochokidae,Synodontis,sp.,,Synodontis sp.,,squeaker,Exotic,Africa,164148
2596,Fishes,Perciformes,Chaetodontidae,Heniochus,intermedius,NULL,Heniochus intermedius,NULL,Red Sea bannerfish,Exotic,Indo-Pacific,610299
2597,Fishes,Perciformes,Cichlidae,Astatotilapia,calliptera,NULL,Astatotilapia calliptera,NULL,eastern happy,Exotic,Africa,648316
2598,Fishes,Siluriformes,Loricariidae,Ancistrus,sp.,NULL,Ancistrus sp.,NULL,bristlenosed catfish,Exotic,South America,164345
2601,Fishes,Perciformes,Cichlidae,Amphilophus,citrinellus x Cichlasoma urophthalmus,NULL,Amphilophus citrinellus x Cichlasoma urophthalmus,NULL,Midas x Mayan cichlid hybrid,Exotic Hybrid,South America,NULL
2602,Fishes,Siluriformes,Schilbeidae,Platytropius,siamensis,NULL,Platytropius siamensis,NULL,false Siamese shark,Exotic,Asia,681866
2603,Fishes,Siluriformes,Pangasiidae,Pangasianodon,hypophthalmus,NULL,Pangasianodon hypophthalmus,NULL,iridescent shark,Exotic,Asia,639954
2605,Fishes,Perciformes,Pomacanthidae,Pygoplites,diacanthus,NULL,Pygoplites diacanthus,NULL,Regal angelfish,Exotic,Indo-Pacific,169667
2606,Fishes,Perciformes,Cirrhitidae,Cirrhitichthys,falco,NULL,Cirrhitichthys falco,NULL,dwarf hawkfish,Exotic,Indo-Pacific,645472
2607,Fishes,Perciformes,Cirrhitidae,Cirrhitichthys,oxycephalus,NULL,Cirrhitichthys oxycephalus,NULL,Coral Hawkfish,Exotic,Indo-Pacific,645648
